"fname","lname","week","yr","actual","rating","home","pts_1y","xpa_1y","xpm_1y","fga_1y","fgm_1y","gt50_1y","pts_2y","xpa_2y","xpm_2y","fga_2y","fgm_2y","gt50_2y","xpa_1wk","xpm_1wk","fga_1wk","fgm_1wk","gt50_1wk","xpa_2wk","xpm_2wk","fga_2wk","fgm_2wk","gt50_2wk"
" Justin"," Tucker","15","2015","2","2","1","137","42","42","34","29","4","152","26","26","41","38","6","0","0","2","2","0","0","0","2","2","0"
" Adam"," Vinatieri","15","2015","4","10","1","146","50","50","31","30","3","147","34","34","40","35","4","1","1","3","3","0","1","1","3","3","0"
" Blair"," Walsh","15","2015","10","25","1","117","29","29","35","26","5","125","44","43","30","26","2","2","2","2","2","1","2","2","2","2","1"
" Greg"," Zuerlein","15","2015","7","13","1","116","35","34","30","24","5","114","34","34","28","26","1","3","3","0","0","0","3","3","0","0","0"
" Dan"," Bailey","16","2015","6","18","0","141","56","56","29","25","5","143","47","47","30","28","6","1","1","3","3","1","1","1","3","3","1"
" Connor"," Barth","16","2015","3","27","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","1","2","2","3","3","1"
" Chris"," Boswell","16","2015","5","24","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","2","0","4","4","2","2","0"
" Josh"," Brown","16","2015","5","9","0","124","44","44","26","24","4","102","31","31","26","23","1","5","5","0","0","0","5","5","0","0","0"
" Randy"," Bullock","16","2015","8","10","1","138","40","40","35","30","4","106","26","26","35","26","1","2","1","3","2","0","2","1","3","2","0"
" Dan"," Carpenter","16","2015","4","25","1","145","32","31","38","34","6","139","32","32","36","33","4","2","2","1","1","0","2","2","1","1","0"
" Chandler"," Catanzaro","16","2015","8","11","1","118","27","27","33","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","4","2","2","0","5","4","2","2","0"
" Travis"," Coons","16","2015","7","3","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","2","2","0","1","1","2","2","0"
" Phil"," Dawson","16","2015","5","23","0","120","33","33","31","25","6","148","44","44","36","32","4","2","2","1","0","0","2","2","1","0","0"
" Kai"," Forbath","16","2015","8","20","1","103","32","31","27","24","0","82","26","26","22","18","1","3","3","2","2","0","3","3","2","2","0"
" Andrew"," Franks","16","2015","6","14","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","0","0","0","2","2","0","0","0"
" Graham"," Gano","16","2015","7","19","0","123","34","34","35","29","1","126","42","42","27","24","6","5","5","2","1","0","5","5","2","1","0"
" Stephen"," Gostkowski","16","2015","8","16","0","158","51","51","37","35","1","168","44","44","41","38","5","3","3","5","4","0","3","3","5","4","0"
" Robbie"," Gould","16","2015","16","15","0","55","29","28","12","9","0","129","46","45","29","26","3","2","2","1","1","1","2","2","1","1","1"
" Stephen"," Hauschka","16","2015","5","6","1","138","41","41","37","31","2","149","44","44","35","33","3","3","3","3","3","0","3","3","3","3","0"
" Dustin"," Hopkins","16","2015","6","12","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","0","0","0","5","5","0","0","0"
" Sebastian"," Janikowski","16","2015","9","28","1","91","28","28","22","19","3","106","37","37","30","21","3","2","2","2","2","0","2","2","2","2","0"
" Josh"," Lambo","16","2015","8","17","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","3","2","1","0","4","3","2","1","0"
" Brandon"," McManus","16","2015","8","8","1","68","41","41","13","9","0","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","3","0","0","0","4","3","0","0","0"
" Jason"," Myers","16","2015","1","26","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Nick"," Novak","16","2015","10","22","0","112","40","40","26","22","3","148","42","42","37","34","2","1","1","4","3","0","1","1","4","3","0"
" Mike"," Nugent","16","2015","7","2","0","117","39","39","33","26","0","112","53","52","22","18","3","3","3","1","1","0","3","3","1","1","0"
" Matt"," Prater","16","2015","14","25","1","90","21","21","26","21","3","162","75","75","26","25","6","5","5","1","0","0","5","5","1","0","0"
" Cairo"," Santos","16","2015","5","22","1","115","38","38","30","25","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","2","1","4","4","2","2","1"
" Caleb"," Sturgis","16","2015","6","14","1","134","41","41","37","29","3","117","33","33","34","26","3","2","2","1","1","0","2","2","1","1","0"
" Justin"," Tucker","16","2015","10","8","1","137","42","42","34","29","4","152","26","26","41","38","6","2","2","0","0","0","2","2","0","0","0"
" Adam"," Vinatieri","16","2015","4","21","0","146","50","50","31","30","3","147","34","34","40","35","4","1","1","1","1","0","1","1","1","1","0"
" Blair"," Walsh","16","2015","23","13","1","117","29","29","35","26","5","125","44","43","30","26","2","5","5","1","1","1","5","5","1","1","1"
" Greg"," Zuerlein","16","2015","5","5","0","116","35","34","30","24","5","114","34","34","28","26","1","4","4","1","1","0","4","4","1","1","0"
" Dan"," Bailey","17","2015","3","12","1","141","56","56","29","25","5","143","47","47","30","28","6","0","0","3","2","0","0","0","3","2","0"
" Connor"," Barth","17","2015","4","5","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","0","0","3","3","1","0","0"
" Chris"," Boswell","17","2015","8","20","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Josh"," Brown","17","2015","12","11","1","124","44","44","26","24","4","102","31","31","26","23","1","2","2","1","1","0","2","2","1","1","0"
" Randy"," Bullock","17","2015","5","16","0","138","40","40","35","30","4","106","26","26","35","26","1","2","2","2","2","0","2","2","2","2","0"
" Dan"," Carpenter","17","2015","10","15","1","145","32","31","38","34","6","139","32","32","36","33","4","2","1","1","1","0","2","1","1","1","0"
" Chandler"," Catanzaro","17","2015","0","6","1","118","27","27","33","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","1","1","0","5","5","1","1","0"
" Travis"," Coons","17","2015","12","7","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","2","0","1","1","3","2","0"
" Phil"," Dawson","17","2015","13","9","1","120","33","33","31","25","6","148","44","44","36","32","4","2","2","2","1","0","2","2","2","1","0"
" Kai"," Forbath","17","2015","8","17","0","103","32","31","27","24","0","82","26","26","22","18","1","5","5","3","1","0","5","5","3","1","0"
" Andrew"," Franks","17","2015","8","11","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","2","2","0","0","0","2","2","0"
" Graham"," Gano","17","2015","8","14","1","123","34","34","35","29","1","126","42","42","27","24","6","1","1","2","2","0","1","1","2","2","0"
" Stephen"," Gostkowski","17","2015","4","17","0","158","51","51","37","35","1","168","44","44","41","38","5","2","2","2","2","0","2","2","2","2","0"
" Robbie"," Gould","17","2015","8","19","1","55","29","28","12","9","0","129","46","45","29","26","3","2","2","4","4","1","2","2","4","4","1"
" Stephen"," Hauschka","17","2015","16","3","0","138","41","41","37","31","2","149","44","44","35","33","3","2","2","1","1","0","2","2","1","1","0"
" Dustin"," Hopkins","17","2015","10","26","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","3","1","1","0","4","3","1","1","0"
" Sebastian"," Janikowski","17","2015","5","2","0","91","28","28","22","19","3","106","37","37","30","21","3","1","1","2","2","1","1","1","2","2","1"
" Josh"," Lambo","17","2015","10","1","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","2","0","2","2","3","2","0"
" Brandon"," McManus","17","2015","9","25","1","68","41","41","13","9","0","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","2","0","2","2","3","2","0"
" Jason"," Myers","17","2015","6","4","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Nick"," Novak","17","2015","16","18","1","112","40","40","26","22","3","148","42","42","37","34","2","4","4","2","2","0","4","4","2","2","0"
" Mike"," Nugent","17","2015","8","22","1","117","39","39","33","26","0","112","53","52","22","18","3","2","2","2","1","1","2","2","2","1","1"
" Matt"," Prater","17","2015","8","27","0","90","21","21","26","21","3","162","75","75","26","25","6","2","2","4","4","0","2","2","4","4","0"
" Cairo"," Santos","17","2015","3","14","1","115","38","38","30","25","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Caleb"," Sturgis","17","2015","5","13","0","134","41","41","37","29","3","117","33","33","34","26","3","3","3","1","1","0","3","3","1","1","0"
" Justin"," Tucker","17","2015","12","10","0","137","42","42","34","29","4","152","26","26","41","38","6","2","2","2","2","1","2","2","2","2","1"
" Adam"," Vinatieri","17","2015","14","21","1","146","50","50","31","30","3","147","34","34","40","35","4","2","1","1","1","0","2","1","1","1","0"
" Blair"," Walsh","17","2015","8","11","0","117","29","29","35","26","5","125","44","43","30","26","2","5","4","5","5","2","5","4","5","5","2"
" Greg"," Zuerlein","17","2015","10","23","0","116","35","34","30","24","5","114","34","34","28","26","1","3","2","1","1","0","3","2","1","1","0"
" Roberto"," Aguayo","2","2016","1","2","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Dan"," Bailey","2","2016","9","18","0","125","25","25","32","30","5","141","56","56","29","25","5","1","1","4","4","2","1","1","4","4","2"
" Connor"," Barth","2","2016","2","4","1","100","26","25","28","23","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","0","0","0","2","2","0","0","0"
" Chris"," Boswell","2","2016","6","16","1","117","27","26","32","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","1","1","0","5","5","1","1","0"
" Matt"," Bryant","2","2016","9","20","0","68","26","26","18","14","0","141","40","40","32","29","7","1","1","3","3","0","1","1","3","3","0"
" Dan"," Carpenter","2","2016","7","11","1","109","40","34","27","23","3","145","32","31","38","34","6","1","1","1","0","0","1","1","1","0","0"
" Chandler"," Catanzaro","2","2016","10","22","1","137","58","53","31","28","0","118","27","27","33","29","2","3","3","1","0","0","3","3","1","0","0"
" Mason"," Crosby","2","2016","2","1","0","116","36","36","28","24","4","142","55","53","33","27","4","3","3","2","2","0","3","3","2","2","0"
" Phil"," Dawson","2","2016","9","6","0","98","21","20","27","24","3","120","33","33","31","25","6","4","4","0","0","0","4","4","0","0","0"
" Nick"," Folk","2","2016","13","9","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","125","23","23","39","32","3","2","1","4","3","0","2","1","4","3","0"
" Andrew"," Franks","2","2016","6","9","0","74","36","33","16","13","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","2","1","0","1","1","2","1","0"
" Graham"," Gano","2","2016","16","6","1","150","59","56","36","30","2","123","34","34","35","29","1","2","2","3","2","0","2","2","3","2","0"
" Stephen"," Gostkowski","2","2016","7","7","1","159","52","52","36","33","4","158","51","51","37","35","1","2","2","3","3","1","2","2","3","3","1"
" Stephen"," Hauschka","2","2016","3","13","0","139","44","40","31","29","6","138","41","41","37","31","2","1","0","2","2","0","1","0","2","2","0"
" Dustin"," Hopkins","2","2016","11","14","1","118","40","39","28","25","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","3","0","1","1","3","3","0"
" Sebastian"," Janikowski","2","2016","4","21","1","109","39","38","26","21","4","91","28","28","22","19","3","1","1","2","2","0","1","1","2","2","0"
" Josh"," Lambo","2","2016","8","19","1","114","32","28","32","26","4","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","3","2","0","3","3","3","2","0"
" Wil"," Lutz","2","2016","7","15","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","4","2","0","4","4","4","2","0"
" Brandon"," McManus","2","2016","14","23","1","135","36","35","35","30","5","68","41","41","13","9","0","3","3","0","0","0","3","3","0","0","0"
" Jason"," Myers","2","2016","2","12","0","116","39","32","30","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","1","2","2","3","3","1"
" Nick"," Novak","2","2016","13","17","1","87","31","29","21","18","2","112","40","40","26","22","3","2","2","3","3","0","2","2","3","3","0"
" Mike"," Nugent","2","2016","10","10","0","121","49","48","28","23","2","117","39","39","33","26","0","2","2","4","3","0","2","2","4","3","0"
" Matt"," Prater","2","2016","7","18","1","112","39","36","24","22","5","90","21","21","26","21","3","5","4","1","1","0","5","4","1","1","0"
" Cairo"," Santos","2","2016","14","5","0","137","41","39","37","30","4","115","38","38","30","25","1","3","3","2","2","0","3","3","2","2","0"
" Caleb"," Sturgis","2","2016","13","10","0","93","37","35","22","18","2","134","41","41","37","29","3","3","3","3","2","0","3","3","3","2","0"
" Ryan"," Succop","2","2016","4","17","0","73","31","29","16","14","1","88","27","27","22","19","2","1","1","1","1","0","1","1","1","1","0"
" Justin"," Tucker","2","2016","13","12","0","136","29","29","40","33","4","137","42","42","34","29","4","1","1","2","2","1","1","1","2","2","1"
" Adam"," Vinatieri","2","2016","10","3","0","115","35","32","27","25","4","146","50","50","31","30","3","3","3","2","2","1","3","3","2","2","1"
" Blair"," Walsh","2","2016","5","8","1","147","37","33","39","34","6","117","29","29","35","26","5","2","1","6","4","1","2","1","6","4","1"
" Roberto"," Aguayo","3","2016","2","9","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","0","0","1","1","1","0","0"
" Dan"," Bailey","3","2016","7","11","1","125","25","25","32","30","5","141","56","56","29","25","5","3","3","2","2","0","3","3","2","2","0"
" Connor"," Barth","3","2016","5","15","0","100","26","25","28","23","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","0","0","2","2","1","0","0"
" Chris"," Boswell","3","2016","3","2","0","117","27","26","32","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Matt"," Bryant","3","2016","9","21","0","68","26","26","18","14","0","141","40","40","32","29","7","3","3","2","2","0","3","3","2","2","0"
" Dan"," Carpenter","3","2016","9","3","1","109","40","34","27","23","3","145","32","31","38","34","6","4","4","1","1","0","4","4","1","1","0"
" Chandler"," Catanzaro","3","2016","6","2","0","137","58","53","31","28","0","118","27","27","33","29","2","5","4","2","2","0","5","4","2","2","0"
" Mason"," Crosby","3","2016","10","20","1","116","36","36","28","24","4","142","55","53","33","27","4","2","2","0","0","0","2","2","0","0","0"
" Phil"," Dawson","3","2016","4","10","0","98","21","20","27","24","3","120","33","33","31","25","6","3","3","2","2","0","3","3","2","2","0"
" Nick"," Folk","3","2016","3","4","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","125","23","23","39","32","3","4","4","3","3","0","4","4","3","3","0"
" Andrew"," Franks","3","2016","6","5","1","74","36","33","16","13","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Graham"," Gano","3","2016","4","1","1","150","59","56","36","30","2","123","34","34","35","29","1","5","4","4","4","0","5","4","4","4","0"
" Stephen"," Gostkowski","3","2016","9","7","1","159","52","52","36","33","4","158","51","51","37","35","1","4","4","2","1","0","4","4","2","1","0"
" Stephen"," Hauschka","3","2016","13","8","1","139","44","40","31","29","6","138","41","41","37","31","2","0","0","1","1","0","0","0","1","1","0"
" Dustin"," Hopkins","3","2016","17","14","0","118","40","39","28","25","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","0","2","2","3","3","0"
" Sebastian"," Janikowski","3","2016","7","17","0","109","39","38","26","21","4","91","28","28","22","19","3","4","4","1","0","0","4","4","1","0","0"
" Josh"," Lambo","3","2016","10","19","0","114","32","28","32","26","4","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","1","1","0","5","5","1","1","0"
" Wil"," Lutz","3","2016","8","18","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","2","0","1","1","3","2","0"
" Brandon"," McManus","3","2016","5","17","0","135","36","35","35","30","5","68","41","41","13","9","0","2","2","5","4","0","2","2","5","4","0"
" Jason"," Myers","3","2016","5","5","1","116","39","32","30","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","0","0","2","2","1","0","0"
" Mike"," Nugent","3","2016","5","4","1","121","49","48","28","23","2","117","39","39","33","26","0","1","1","3","3","0","1","1","3","3","0"
" Matt"," Prater","3","2016","11","9","0","112","39","36","24","22","5","90","21","21","26","21","3","1","1","2","2","0","1","1","2","2","0"
" Cairo"," Santos","3","2016","6","13","1","137","41","39","37","30","4","115","38","38","30","25","1","0","0","4","4","1","0","0","4","4","1"
" Caleb"," Sturgis","3","2016","10","15","1","93","37","35","22","18","2","134","41","41","37","29","3","3","2","3","3","1","3","2","3","3","1"
" Ryan"," Succop","3","2016","4","16","1","73","31","29","16","14","1","88","27","27","22","19","2","1","1","2","1","0","1","1","2","1","0"
" Justin"," Tucker","3","2016","15","17","0","136","29","29","40","33","4","137","42","42","34","29","4","2","2","3","3","1","2","2","3","3","1"
" Adam"," Vinatieri","3","2016","8","6","1","115","35","32","27","25","4","146","50","50","31","30","3","2","2","2","2","1","2","2","2","2","1"
" Blair"," Walsh","3","2016","6","8","0","147","37","33","39","34","6","117","29","29","35","26","5","2","2","1","1","0","2","2","1","1","0"
" Greg"," Zuerlein","3","2016","9","20","0","92","28","26","30","20","3","116","35","34","30","24","5","0","0","3","3","0","0","0","3","3","0"
" Roberto"," Aguayo","4","2016","1","3","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","2","1","0","0","3","2","1","0","0"
" Dan"," Bailey","4","2016","6","15","0","125","25","25","32","30","5","141","56","56","29","25","5","4","4","2","1","0","4","4","2","1","0"
" Connor"," Barth","4","2016","5","20","1","100","26","25","28","23","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Chris"," Boswell","4","2016","5","7","1","117","27","26","32","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","2","1","0","0","0","2","1","0"
" Matt"," Bryant","4","2016","14","11","1","68","26","26","18","14","0","141","40","40","32","29","7","6","6","1","1","0","6","6","1","1","0"
" Dan"," Carpenter","4","2016","10","4","0","109","40","34","27","23","3","145","32","31","38","34","6","4","3","2","2","0","4","3","2","2","0"
" Chandler"," Catanzaro","4","2016","7","6","1","137","58","53","31","28","0","118","27","27","33","29","2","1","1","1","1","1","1","1","1","1","1"
" Phil"," Dawson","4","2016","5","19","1","98","21","20","27","24","3","120","33","33","31","25","6","1","1","2","1","0","1","1","2","1","0"
" Nick"," Folk","4","2016","5","10","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","125","23","23","39","32","3","0","0","1","1","0","0","0","1","1","0"
" Andrew"," Franks","4","2016","1","12","0","74","36","33","16","13","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Graham"," Gano","4","2016","7","17","0","150","59","56","36","30","2","123","34","34","35","29","1","1","1","2","1","0","1","1","2","1","0"
" Stephen"," Gostkowski","4","2016","0","2","1","159","52","52","36","33","4","158","51","51","37","35","1","3","3","2","2","0","3","3","2","2","0"
" Stephen"," Hauschka","4","2016","11","17","0","139","44","40","31","29","6","138","41","41","37","31","2","4","4","3","3","0","4","4","3","3","0"
" Dustin"," Hopkins","4","2016","7","8","1","118","40","39","28","25","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","5","5","0","2","2","5","5","0"
" Sebastian"," Janikowski","4","2016","4","9","0","109","39","38","26","21","4","91","28","28","22","19","3","2","2","1","1","1","2","2","1","1","1"
" Josh"," Lambo","4","2016","10","24","1","114","32","28","32","26","4","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","1","3","3","0","2","1","3","3","0"
" Wil"," Lutz","4","2016","5","10","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","1","3","3","1","1","1"
" Brandon"," McManus","4","2016","9","22","0","135","36","35","35","30","5","68","41","41","13","9","0","3","2","1","1","0","3","2","1","1","0"
" Jason"," Myers","4","2016","12","23","1","116","39","32","30","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","1","0","2","2","2","1","0"
" Mike"," Nugent","4","2016","16","15","1","121","49","48","28","23","2","117","39","39","33","26","0","2","2","1","1","0","2","2","1","1","0"
" Cody"," Parkey","4","2016","10","13","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","158","54","54","36","32","4","1","1","6","3","0","1","1","6","3","0"
" Matt"," Prater","4","2016","8","14","0","112","39","36","24","22","5","90","21","21","26","21","3","3","3","3","2","1","3","3","3","2","1"
" Cairo"," Santos","4","2016","2","14","0","137","41","39","37","30","4","115","38","38","30","25","1","3","3","1","1","0","3","3","1","1","0"
" Ryan"," Succop","4","2016","8","8","0","73","31","29","16","14","1","88","27","27","22","19","2","1","1","1","1","0","1","1","1","1","0"
" Justin"," Tucker","4","2016","7","20","1","136","29","29","40","33","4","137","42","42","34","29","4","1","1","4","4","1","1","1","4","4","1"
" Adam"," Vinatieri","4","2016","11","18","0","115","35","32","27","25","4","146","50","50","31","30","3","2","2","2","2","0","2","2","2","2","0"
" Blair"," Walsh","4","2016","6","21","1","147","37","33","39","34","6","117","29","29","35","26","5","1","0","2","2","0","1","0","2","2","0"
" Greg"," Zuerlein","4","2016","5","4","0","92","28","26","30","20","3","116","35","34","30","24","5","4","4","1","1","1","4","4","1","1","1"
" Roberto"," Aguayo","5","2016","9","13","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Dan"," Bailey","5","2016","4","15","1","125","25","25","32","30","5","141","56","56","29","25","5","3","3","2","1","0","3","3","2","1","0"
" Connor"," Barth","5","2016","11","23","0","100","26","25","28","23","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","1","0","2","2","2","1","0"
" Chris"," Boswell","5","2016","7","20","1","117","27","26","32","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","0","0","0","5","5","0","0","0"
" Matt"," Bryant","5","2016","11","4","0","68","26","26","18","14","0","141","40","40","32","29","7","6","6","2","2","1","6","6","2","2","1"
" Dan"," Carpenter","5","2016","6","7","0","109","40","34","27","23","3","145","32","31","38","34","6","1","1","4","3","0","1","1","4","3","0"
" Chandler"," Catanzaro","5","2016","7","18","0","137","58","53","31","28","0","118","27","27","33","29","2","1","1","2","2","0","1","1","2","2","0"
" Phil"," Dawson","5","2016","3","3","1","98","21","20","27","24","3","120","33","33","31","25","6","2","2","1","1","0","2","2","1","1","0"
" Nick"," Folk","5","2016","7","13","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","125","23","23","39","32","3","2","2","1","1","0","2","2","1","1","0"
" Andrew"," Franks","5","2016","5","16","1","74","36","33","16","13","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Graham"," Gano","5","2016","2","20","1","150","59","56","36","30","2","123","34","34","35","29","1","2","2","1","1","1","2","2","1","1","1"
" Stephen"," Gostkowski","5","2016","7","11","0","159","52","52","36","33","4","158","51","51","37","35","1","0","0","1","0","0","0","0","1","0","0"
" Dustin"," Hopkins","5","2016","4","9","0","118","40","39","28","25","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Sebastian"," Janikowski","5","2016","16","8","1","109","39","38","26","21","4","91","28","28","22","19","3","4","4","0","0","0","4","4","0","0","0"
" Josh"," Lambo","5","2016","7","19","0","114","32","28","32","26","4","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","2","0","4","4","2","2","0"
" Brandon"," McManus","5","2016","10","16","1","135","36","35","35","30","5","68","41","41","13","9","0","3","3","2","2","0","3","3","2","2","0"
