"fname","lname","week","yr","actual","rating","home","pts_1y","xpa_1y","xpm_1y","fga_1y","fgm_1y","gt50_1y","pts_2y","xpa_2y","xpm_2y","fga_2y","fgm_2y","gt50_2y","xpa_1wk","xpm_1wk","fga_1wk","fgm_1wk","gt50_1wk","xpa_2wk","xpm_2wk","fga_2wk","fgm_2wk","gt50_2wk"
" Dan"," Bailey","14","2017","6","24","0","133","46","46","32","27","3","125","25","25","32","30","5","5","5","1","1","0","5","5","1","1","0"
" Chris"," Boswell","14","2017","17","2","1","99","36","36","25","21","0","117","27","26","32","29","2","2","2","3","3","0","2","2","3","3","0"
" Matt"," Bryant","14","2017","10","7","1","170","57","56","37","34","6","68","26","26","18","14","0","0","0","4","3","0","0","0","4","3","0"
" Randy"," Bullock","14","2017","1","9","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Harrison"," Butker","14","2017","16","28","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","1","0","4","4","2","1","0"
" Mason"," Crosby","14","2017","3","26","0","124","47","44","30","26","1","116","36","36","28","24","4","2","2","2","2","0","2","2","2","2","0"
" Phil"," Dawson","14","2017","12","19","1","89","34","33","21","18","1","98","21","20","27","24","3","2","1","2","1","1","2","1","2","1","1"
" Jake"," Elliott","14","2017","13","3","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Kaimi"," Fairbairn","14","2017","6","27","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","4","2","0","1","1","4","2","0"
" Kai"," Forbath","14","2017","10","10","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","2","2","0","0","0","2","2","0","0","0"
" Graham"," Gano","14","2017","7","21","1","127","34","31","38","30","3","150","59","56","36","30","2","3","3","0","0","0","3","3","0","0","0"
" Zane"," Gonzalez","14","2017","3","13","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Stephen"," Gostkowski","14","2017","8","17","0","131","49","46","32","27","2","159","52","52","36","33","4","2","2","3","3","1","2","2","3","3","1"
" Robbie"," Gould","14","2017","16","16","0","50","23","20","10","10","0","141","29","28","39","33","7","0","0","5","5","0","0","0","5","5","0"
" Stephen"," Hauschka","14","2017","1","23","1","130","35","29","37","33","1","139","44","40","31","29","6","0","0","1","1","0","0","0","1","1","0"
" Josh"," Lambo","14","2017","14","8","1","120","46","42","32","26","0","114","32","28","32","26","4","1","1","3","3","0","1","1","3","3","0"
" Wil"," Lutz","14","2017","5","20","0","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","1","0","4","4","2","1","0"
" Brandon"," McManus","14","2017","13","25","1","125","33","32","34","29","3","135","36","35","35","30","5","0","0","1","1","0","0","0","1","1","0"
" Patrick"," Murray","14","2017","3","6","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Cody"," Parkey","14","2017","9","12","1","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Matt"," Prater","14","2017","6","18","0","138","33","31","36","31","7","112","39","36","24","22","5","3","2","1","0","0","3","2","1","0","0"
" Aldrick"," Rosas","14","2017","4","14","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","1","2","2","1","1","1"
" Nick"," Rose","14","2017","1","4","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","0","0","0","2","2","0","0","0"
" Ryan"," Succop","14","2017","1","22","0","111","41","39","24","22","3","73","31","29","16","14","1","3","3","2","1","0","3","3","2","1","0"
" Giorgio"," Tavecchio","14","2017","1","17","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Justin"," Tucker","14","2017","8","11","0","161","27","27","39","38","10","136","29","29","40","33","4","5","5","3","3","1","5","5","3","3","1"
" Adam"," Vinatieri","14","2017","1","17","0","139","44","44","31","27","7","115","35","32","27","25","4","1","1","1","1","0","1","1","1","1","0"
" Blair"," Walsh","14","2017","6","1","0","53","19","15","16","12","1","147","37","33","39","34","6","3","3","1","1","0","3","3","1","1","0"
" Greg"," Zuerlein","14","2017","5","5","1","84","23","23","22","19","2","92","28","26","30","20","3","3","2","4","4","1","3","2","4","4","1"
" Dan"," Bailey","15","2017","8","27","0","133","46","46","32","27","3","125","25","25","32","30","5","4","3","3","1","0","4","3","3","1","0"
" Chris"," Boswell","15","2017","8","12","1","99","36","36","25","21","0","117","27","26","32","29","2","3","3","4","4","1","3","3","4","4","1"
" Matt"," Bryant","15","2017","8","18","0","170","57","56","37","34","6","68","26","26","18","14","0","2","2","2","2","1","2","2","2","2","1"
" Randy"," Bullock","15","2017","1","14","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Harrison"," Butker","15","2017","14","5","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","4","4","1","2","2","4","4","1"
" Mason"," Crosby","15","2017","6","8","0","124","47","44","30","26","1","116","36","36","28","24","4","3","3","0","0","0","3","3","0","0","0"
" Phil"," Dawson","15","2017","15","17","0","89","34","33","21","18","1","98","21","20","27","24","3","0","0","5","4","0","0","0","5","4","0"
" Jake"," Elliott","15","2017","10","25","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","3","3","0","4","4","3","3","0"
" Kaimi"," Fairbairn","15","2017","1","1","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","1","2","1","1","2","1","2","1","1"
" Kai"," Forbath","15","2017","12","18","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","1","1","4","3","0","1","1","4","3","0"
" Graham"," Gano","15","2017","7","17","1","127","34","31","38","30","3","150","59","56","36","30","2","4","4","1","1","0","4","4","1","1","0"
" Zane"," Gonzalez","15","2017","4","2","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","0","0","0","3","3","0","0","0"
" Stephen"," Gostkowski","15","2017","7","11","0","131","49","46","32","27","2","159","52","52","36","33","4","2","2","2","2","0","2","2","2","2","0"
" Robbie"," Gould","15","2017","21","19","1","50","23","20","10","10","0","141","29","28","39","33","7","2","2","4","4","1","2","2","4","4","1"
" Stephen"," Hauschka","15","2017","6","18","1","130","35","29","37","33","1","139","44","40","31","29","6","1","1","0","0","0","1","1","0","0","0"
" Josh"," Lambo","15","2017","9","21","1","120","46","42","32","26","0","114","32","28","32","26","4","3","3","3","3","1","3","3","3","3","1"
" Wil"," Lutz","15","2017","7","24","1","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Brandon"," McManus","15","2017","5","23","0","125","33","32","34","29","3","135","36","35","35","30","5","2","2","4","3","1","2","2","4","3","1"
" Patrick"," Murray","15","2017","3","20","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","0","0","0","3","3","0","0","0"
" Cody"," Parkey","15","2017","10","15","0","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","2","2","0","3","3","2","2","0"
" Matt"," Prater","15","2017","8","9","1","138","33","31","36","31","7","112","39","36","24","22","5","3","3","1","1","0","3","3","1","1","0"
" Aldrick"," Rosas","15","2017","5","4","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Ryan"," Succop","15","2017","13","27","0","111","41","39","24","22","3","73","31","29","16","14","1","1","1","1","0","0","1","1","1","0","0"
" Giorgio"," Tavecchio","15","2017","5","16","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Justin"," Tucker","15","2017","9","26","0","161","27","27","39","38","10","136","29","29","40","33","4","5","5","1","1","0","5","5","1","1","0"
" Adam"," Vinatieri","15","2017","7","16","1","139","44","44","31","27","7","115","35","32","27","25","4","1","1","2","0","0","1","1","2","0","0"
" Blair"," Walsh","15","2017","1","3","1","53","19","15","16","12","1","147","37","33","39","34","6","3","3","2","1","0","3","3","2","1","0"
" Greg"," Zuerlein","15","2017","10","10","0","84","23","23","22","19","2","92","28","26","30","20","3","5","5","0","0","0","5","5","0","0","0"
" Dan"," Bailey","16","2017","16","9","1","133","46","46","32","27","3","125","25","25","32","30","5","2","2","2","2","0","2","2","2","2","0"
" Chris"," Boswell","16","2017","10","24","0","99","36","36","25","21","0","117","27","26","32","29","2","3","3","1","1","1","3","3","1","1","1"
" Matt"," Bryant","16","2017","7","7","0","170","57","56","37","34","6","68","26","26","18","14","0","3","3","2","1","1","3","3","2","1","1"
" Randy"," Bullock","16","2017","16","6","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Harrison"," Butker","16","2017","17","22","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","4","3","1","3","3","4","3","1"
" Chandler"," Catanzaro","16","2017","1","5","1","112","47","43","28","21","3","137","58","53","31","28","0","1","1","2","2","0","1","1","2","2","0"
" Phil"," Dawson","16","2017","5","25","1","89","34","33","21","18","1","98","21","20","27","24","3","0","0","5","5","0","0","0","5","5","0"
" Jake"," Elliott","16","2017","7","28","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","2","0","4","4","2","2","0"
" Kai"," Forbath","16","2017","10","17","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","4","4","2","2","1","4","4","2","2","1"
" Graham"," Gano","16","2017","10","19","1","127","34","31","38","30","3","150","59","56","36","30","2","4","4","1","1","0","4","4","1","1","0"
" Zane"," Gonzalez","16","2017","3","10","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Stephen"," Gostkowski","16","2017","13","15","1","131","49","46","32","27","2","159","52","52","36","33","4","2","1","2","2","0","2","1","2","2","0"
