"fname","lname","week","yr","actual","rating","home","pts_1y","ruyds_1y","rutd_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","ruatt_2y","ruyds_2y","rutd_2y","rerec_2y","reyds_2y","retd_2y","ruyds_1wk","rutd_1wk","rerec_1wk","reyds_1wk","retd_1wk","ruyds_2wk","rutd_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Larry"," Fitzgerald","14","2015","4","12","1","85","0","0","63","784","2","147","2","8","0","82","954","10","0","0","8","55","0","0","0","10","66","0"
" Malcom"," Floyd","14","2015","5","3","0","116","0","0","52","856","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","15","0","0","0","1","12","0"
" Marc"," Mariani","14","2015","3","14","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","33","0","0","0","3","35","0"
" Markus"," Wheaton","14","2015","6","8","0","71","19","0","53","644","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","50","1","0","0","9","201","1"
" Marlon"," Moore","14","2015","2","21","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","14","0","0","0","1","10","1"
" Marqise"," Lee","14","2015","2","14","1","43","9","0","37","422","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","4","0","1","17","0","10","0","1","3","0"
" Marques"," Colston","14","2015","15","11","0","114","0","0","59","902","5","118","0","0","0","75","943","5","0","0","1","14","0","0","0","3","38","0"
" Martavis"," Bryant","14","2015","4","8","0","100","12","0","26","549","8","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","114","1","11","1","5","69","0"
" Marvin"," Jones","14","2015","6","5","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","128","8","65","0","51","712","10","0","0","5","55","1","30","0","3","25","0"
" Michael"," Floyd","14","2015","16","12","1","112","2","0","47","841","6","128","0","0","0","65","1041","5","0","0","7","104","0","0","0","1","14","0"
" Mike"," Evans","14","2015","3","22","1","168","0","0","68","1051","12","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","61","1","0","0","5","64","0"
" Mohamed"," Sanu","14","2015","2","5","1","115","51","0","56","790","5","51","4","16","0","47","455","2","7","0","0","0","0","0","0","1","8","0"
" Nate"," Washington","14","2015","4","12","1","71","0","0","40","647","2","104","0","0","0","58","919","3","0","0","6","44","0","0","0","3","43","0"
" Nick"," Williams","14","2015","4","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","5","1","0","0","3","16","1"
" Odell"," Beckham","14","2015","28","16","0","198","35","0","91","1305","12","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","149","1","0","0","9","142","1"
" Pierre"," Garcon","14","2015","5","21","0","85","0","0","68","752","3","155","2","19","0","113","1346","5","0","0","5","54","0","0","0","3","35","0"
" Randall"," Cobb","14","2015","8","23","1","193","37","0","91","1287","12","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","-1","0","4","29","0","0","0","6","74","0"
" Riley"," Cooper","14","2015","2","15","1","65","0","0","55","577","3","128","0","18","0","47","835","8","0","0","1","14","0","0","0","2","16","0"
" Robert"," Woods","14","2015","10","7","0","93","0","0","65","699","5","73","2","16","0","40","587","3","0","0","2","19","1","0","0","3","25","0"
" Roddy"," White","14","2015","3","2","0","128","0","0","80","921","7","83","0","0","0","63","711","3","0","0","3","33","0","0","0","6","60","0"
" Rueben"," Randle","14","2015","11","16","0","103","0","0","71","938","3","92","0","0","0","41","611","6","0","0","2","22","0","0","0","1","36","1"
" Sammy"," Watkins","14","2015","14","7","0","125","8","0","65","982","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","109","1","0","0","6","158","2"
" Seth"," Roberts","14","2015","8","1","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","51","0","0","0","6","113","2"
" Tavon"," Austin","14","2015","5","19","1","48","224","2","31","242","0","76","9","151","1","40","418","4","14","0","1","24","0","63","1","6","33","0"
" Terrance"," Williams","14","2015","3","10","0","103","0","0","37","621","8","98","3","4","0","44","736","5","0","0","2","63","0","0","0","4","39","0"
" TY"," Hilton","14","2015","13","17","0","173","20","0","82","1345","7","132","2","6","0","82","1083","5","0","0","3","36","0","0","0","6","95","2"
" Tyler"," Lockett","14","2015","22","20","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","7","0","7","90","0","0","0","3","38","0"
" Adam"," Humphries","15","2015","6","8","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","6","1","0","0","1","6","0"
" AJ"," Green","15","2015","3","22","0","134","2","0","69","1041","6","203","0","0","0","98","1426","11","0","0","6","132","1","0","0","5","128","1"
" Albert"," Wilson","15","2015","2","23","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","87","1","5","0","1","17","0"
" Allen"," Robinson","15","2015","11","18","1","65","0","0","48","548","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","4","1","0","0","10","153","3"
" Alshon"," Jeffery","15","2015","7","11","0","167","33","0","85","1133","10","187","16","105","0","89","1421","7","0","0","6","107","1","0","0","4","85","0"
" Andre"," Johnson","15","2015","3","10","1","101","0","0","85","936","3","161","0","0","0","109","1407","5","0","0","3","19","0","0","0","2","44","0"
" Anquan"," Boldin","15","2015","12","7","1","130","4","0","83","1062","5","153","2","11","0","85","1179","7","0","0","2","22","0","0","0","5","37","0"
" Antonio"," Brown","15","2015","30","1","1","249","13","0","129","1698","13","191","7","4","0","110","1499","8","0","0","7","87","0","0","0","8","118","2"
" Brandin"," Cooks","15","2015","18","21","1","80","73","1","53","550","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","29","0","0","0","6","104","1"
" Brandon"," Marshall","15","2015","7","24","0","114","0","0","61","721","8","198","0","0","0","100","1295","12","0","0","6","125","1","0","0","12","131","1"
" Brandon"," LaFell","15","2015","8","19","1","131","13","0","74","953","7","86","2","15","0","49","627","5","0","0","5","32","0","0","0","4","27","0"
" Davante"," Adams","15","2015","3","15","0","58","0","0","38","446","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","12","0","0","0","4","21","1"
" DeAndre"," Hopkins","15","2015","9","14","0","147","0","0","76","1210","6","82","0","0","0","52","802","2","0","0","3","52","0","0","0","5","88","1"
" Demaryius"," Thomas","15","2015","18","6","0","223","0","0","111","1619","11","220","0","0","0","92","1430","14","0","0","10","95","0","0","0","6","61","1"
" Denard"," Robinson","15","2015","8","18","1","85","582","4","23","124","0","2","20","66","0","0","0","0","75","1","1","12","0","21","0","1","2","0"
" DeSean"," Jackson","15","2015","21","18","1","144","7","0","56","1169","6","182","3","2","0","82","1332","9","0","0","2","43","0","0","0","6","80","1"
" DeVante"," Parker","15","2015","8","26","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","16","0","0","0","3","63","1"
" Devin"," Funchess","15","2015","9","9","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","25","0","0","0","1","13","1"
" Dez"," Bryant","15","2015","11","12","1","221","0","0","88","1320","16","195","1","1","0","93","1233","13","0","0","1","9","0","0","0","3","62","0"
" Donte"," Moncrief","15","2015","11","10","1","56","17","0","32","444","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","52","0","0","0","1","33","0"
" Dorial"," Green-Beckham","15","2015","11","8","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","53","0","0","0","5","119","1"
" Doug"," Baldwin","15","2015","16","20","1","94","8","0","66","825","3","101","2","6","0","50","778","5","0","0","6","82","3","0","0","5","94","2"
" Emmanuel"," Sanders","15","2015","26","6","0","192","44","0","101","1404","9","105","1","25","0","67","740","6","0","0","2","17","0","5","0","3","19","0"
" Eric"," Decker","15","2015","11","24","0","120","0","0","74","962","5","188","0","0","0","87","1288","11","0","0","7","74","1","0","0","8","101","0"
" Golden"," Tate","15","2015","16","24","0","151","30","0","99","1331","4","113","3","31","0","64","898","5","15","0","9","60","2","3","0","8","63","0"
" James"," Jones","15","2015","14","15","0","95","0","0","73","666","6","92","0","0","0","59","817","3","0","0","4","49","0","0","0","1","19","0"
" Jarius"," Wright","15","2015","3","25","1","71","71","0","42","588","2","57","0","0","0","26","434","3","0","0","5","51","0","0","0","2","24","0"
" Jarvis"," Landry","15","2015","5","26","0","94","-4","0","84","758","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","11","99","0","0","0","2","5","0"
" Javontee"," Herndon","15","2015","3","17","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","47","0","0","0","2","30","0"
" Jeremy"," Butler","15","2015","6","2","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","7","72","0","0","0","4","43","0"
" Jeremy"," Maclin","15","2015","11","23","0","182","0","0","85","1318","10","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","-2","0","6","68","0","0","0","9","95","2"
" Jerricho"," Cotchery","15","2015","4","9","0","59","0","0","48","580","1","113","1","-5","0","46","602","10","0","0","2","10","0","0","0","3","26","1"
" John"," Brown","15","2015","9","10","0","94","-6","0","48","696","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","78","1","0","0","6","113","0"
" Jordan"," Matthews","15","2015","21","4","1","127","0","0","67","872","8","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","19","0","0","0","3","36","1"
" Julio"," Jones","15","2015","17","17","0","184","1","0","104","1593","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","7","88","0","0","0","8","93","0"
" Justin"," Hardy","15","2015","3","17","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","9","0","0","0","2","34","0"
" Kamar"," Aiken","15","2015","18","2","1","41","0","0","24","267","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","90","0","0","0","6","48","0"
" Kenny"," Britt","15","2015","13","13","1","86","14","0","48","748","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","35","0","0","0","2","41","0"
" Keshawn"," Martin","15","2015","2","19","1","5","0","0","6","78","0","31","0","0","0","22","253","2","0","0","3","23","1","0","0","3","45","0"
" Larry"," Fitzgerald","15","2015","4","10","0","85","0","0","63","784","2","147","2","8","0","82","954","10","0","0","5","41","0","0","0","8","55","0"
" Lucky"," Whitehead","15","2015","3","12","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","3","0","1","2","0","35","0","1","5","0"
" Malcom"," Floyd","15","2015","2","17","1","116","0","0","52","856","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","56","0","0","0","1","15","0"
" Marc"," Mariani","15","2015","3","11","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","37","0","0","0","2","33","0"
" Marcel"," Reece","15","2015","3","9","1","33","85","0","37","265","1","70","46","218","2","32","331","2","2","0","0","0","0","4","0","3","19","0"
" Markus"," Wheaton","15","2015","12","1","1","71","19","0","53","644","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","65","0","0","0","3","50","1"
" Marlon"," Moore","15","2015","2","5","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","23","0","0","0","1","14","0"
" Marqise"," Lee","15","2015","4","18","1","43","9","0","37","422","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","21","0","4","0","1","17","0"
" Marques"," Colston","15","2015","9","21","1","114","0","0","59","902","5","118","0","0","0","75","943","5","0","0","6","36","2","0","0","1","14","0"
" Martavis"," Bryant","15","2015","8","1","1","100","12","0","26","549","8","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","1","0","7","49","0","0","0","4","114","1"
" Marvin"," Jones","15","2015","8","22","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","128","8","65","0","51","712","10","0","0","6","61","0","0","0","5","55","1"
" Michael"," Crabtree","15","2015","7","9","1","87","4","0","68","698","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","19","0","0","0","5","45","1"
" Michael"," Floyd","15","2015","7","10","0","112","2","0","47","841","6","128","0","0","0","65","1041","5","0","0","5","102","1","0","0","7","104","0"
" Mike"," Wallace","15","2015","3","25","1","138","16","0","67","862","10","117","3","33","0","73","930","5","0","0","3","42","1","0","0","2","43","0"
" Mike"," Evans","15","2015","15","8","0","168","0","0","68","1051","12","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","39","0","0","0","5","61","1"
" Odell"," Beckham","15","2015","13","3","1","198","35","0","91","1305","12","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","7","166","2","0","0","6","149","1"
" Philly"," Brown","15","2015","11","9","0","44","95","0","21","296","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","9","0","3","59","0","0","0","2","7","0"
" Pierre"," Garcon","15","2015","9","18","1","85","0","0","68","752","3","155","2","19","0","113","1346","5","0","0","5","52","0","0","0","5","54","0"
" Quincy"," Enunwa","15","2015","4","24","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","10","0","0","0","2","37","0"
" Randall"," Cobb","15","2015","5","15","0","193","37","0","91","1287","12","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","9","0","8","81","0","-1","0","4","29","0"
" Riley"," Cooper","15","2015","2","4","1","65","0","0","55","577","3","128","0","18","0","47","835","8","0","0","3","28","0","0","0","1","14","0"
" Robert"," Woods","15","2015","4","16","0","93","0","0","65","699","5","73","2","16","0","40","587","3","0","0","5","106","0","0","0","2","19","1"
" Roddy"," White","15","2015","4","17","0","128","0","0","80","921","7","83","0","0","0","63","711","3","0","0","4","35","0","0","0","3","33","0"
" Rueben"," Randle","15","2015","10","3","1","103","0","0","71","938","3","92","0","0","0","41","611","6","0","0","5","58","1","0","0","2","22","0"
" Sammy"," Watkins","15","2015","23","16","0","125","8","0","65","982","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","1","0","5","81","1","0","0","3","109","1"
" Stefon"," Diggs","15","2015","17","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","12","0","-6","0","2","22","0"
" Tavon"," Austin","15","2015","19","13","1","48","224","2","31","242","0","76","9","151","1","40","418","4","40","0","3","19","0","14","0","1","24","0"
" Ted"," Ginn","15","2015","20","9","0","14","6","0","14","190","0","82","4","29","0","36","556","5","5","0","2","120","2","0","0","5","80","2"
" TJ"," Jones","15","2015","2","24","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","33","0","0","0","2","37","0"
" Torrey"," Smith","15","2015","3","7","1","137","0","0","49","767","11","132","0","0","0","65","1128","4","0","0","1","17","0","0","0","2","76","1"
" TY"," Hilton","15","2015","2","10","1","173","20","0","82","1345","7","132","2","6","0","82","1083","5","0","0","4","132","0","0","0","3","36","0"
" Tyler"," Lockett","15","2015","11","20","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","104","2","7","0","7","90","0"
" AJ"," Green","16","2015","11","2","0","134","2","0","69","1041","6","203","0","0","0","98","1426","11","0","0","1","37","0","0","0","6","132","1"
" Albert"," Wilson","16","2015","3","22","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","8","0","4","27","0","0","0","4","87","1"
" Allen"," Robinson","16","2015","21","26","0","65","0","0","48","548","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","57","1","0","0","1","4","1"
" Allen"," Hurns","16","2015","22","26","0","96","0","0","51","677","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","44","0","0","0","3","105","1"
" Andre"," Johnson","16","2015","3","21","0","101","0","0","85","936","3","161","0","0","0","109","1407","5","0","0","3","32","0","0","0","3","19","0"
" Anquan"," Boldin","16","2015","2","23","0","130","4","0","83","1062","5","153","2","11","0","85","1179","7","0","0","8","74","1","0","0","2","22","0"
" Antonio"," Brown","16","2015","6","24","0","249","13","0","129","1698","13","191","7","4","0","110","1499","8","0","0","16","189","2","0","0","7","87","0"
" Brandin"," Cooks","16","2015","19","20","1","80","73","1","53","550","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","10","124","1","0","0","3","29","0"
" Brandon"," Marshall","16","2015","23","10","1","114","0","0","61","721","8","198","0","0","0","100","1295","12","0","0","4","74","0","0","0","6","125","1"
" Calvin"," Johnson","16","2015","13","25","1","149","0","0","71","1077","8","213","0","0","0","84","1492","12","0","0","1","19","0","0","0","1","16","0"
" Chris"," Hogan","16","2015","3","25","1","59","0","0","41","426","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","13","0","0","0","2","20","0"
" Cole"," Beasley","16","2015","2","18","0","59","0","0","37","420","4","40","0","0","0","39","368","2","0","0","3","37","0","0","0","3","25","0"
" Davante"," Adams","16","2015","4","1","0","58","0","0","38","446","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","32","0","0","0","2","12","0"
" DeAndre"," Hopkins","16","2015","17","22","0","147","0","0","76","1210","6","82","0","0","0","52","802","2","0","0","8","94","0","0","0","3","52","0"
" Demaryius"," Thomas","16","2015","5","8","1","223","0","0","111","1619","11","220","0","0","0","92","1430","14","0","0","5","61","2","0","0","10","95","0"
" Denard"," Robinson","16","2015","7","26","0","85","582","4","23","124","0","2","20","66","0","0","0","0","41","0","8","46","0","75","1","1","12","0"
" DeSean"," Jackson","16","2015","4","12","0","144","7","0","56","1169","6","182","3","2","0","82","1332","9","0","0","6","153","1","0","0","2","43","0"
" DeVante"," Parker","16","2015","9","14","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","87","0","0","0","2","16","0"
" Doug"," Baldwin","16","2015","17","6","1","94","8","0","66","825","3","101","2","6","0","50","778","5","0","0","4","45","2","0","0","6","82","3"
" Eddie"," Royal","16","2015","2","15","0","114","14","0","62","778","7","105","3","21","0","47","631","8","0","0","5","31","0","0","0","1","15","0"
" Emmanuel"," Sanders","16","2015","12","8","1","192","44","0","101","1404","9","105","1","25","0","67","740","6","24","0","10","181","1","0","0","2","17","0"
" Eric"," Decker","16","2015","10","10","1","120","0","0","74","962","5","188","0","0","0","87","1288","11","0","0","6","55","1","0","0","7","74","1"
" Golden"," Tate","16","2015","5","25","1","151","30","0","99","1331","4","113","3","31","0","64","898","5","0","0","6","45","2","15","0","9","60","2"
" Harry"," Douglas","16","2015","6","7","1","64","0","0","51","556","2","108","0","0","0","85","1067","2","0","0","2","15","0","0","0","3","65","0"
" James"," Jones","16","2015","6","1","0","95","0","0","73","666","6","92","0","0","0","59","817","3","0","0","6","82","1","0","0","4","49","0"
" Jamison"," Crowder","16","2015","3","12","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","21","0","0","0","1","13","0"
" Jarius"," Wright","16","2015","5","13","1","71","71","0","42","588","2","57","0","0","0","26","434","3","0","0","3","32","0","0","0","5","51","0"
" Jarvis"," Landry","16","2015","11","14","1","94","-4","0","84","758","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","54","0","0","0","11","99","0"
" Jeremy"," Butler","16","2015","3","8","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","60","0","0","0","7","72","0"
" Jeremy"," Maclin","16","2015","10","22","1","182","0","0","85","1318","10","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","7","50","1","-2","0","6","68","0"
" Jermaine"," Kearse","16","2015","9","6","1","54","15","0","38","537","1","51","0","0","0","22","346","4","0","0","7","110","0","0","0","7","74","0"
" Jerricho"," Cotchery","16","2015","3","19","0","59","0","0","48","580","1","113","1","-5","0","46","602","10","0","0","4","47","0","0","0","2","10","0"
" John"," Brown","16","2015","8","11","1","94","-6","0","48","696","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","38","1","0","0","4","78","1"
" Jordan"," Norwood","16","2015","3","8","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","29","0","0","0","1","5","0"
" Jordan"," Matthews","16","2015","16","14","1","127","0","0","67","872","8","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","159","1","0","0","3","19","0"
" Julio"," Jones","16","2015","23","4","1","184","1","0","104","1593","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","9","118","1","0","0","7","88","0"
" Kamar"," Aiken","16","2015","6","8","1","41","0","0","24","267","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","128","1","0","0","5","90","0"
" Kenny"," Britt","16","2015","10","5","0","86","14","0","48","748","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","71","1","0","0","2","35","0"
" Keshawn"," Martin","16","2015","6","16","0","5","0","0","6","78","0","31","0","0","0","22","253","2","0","0","3","26","0","0","0","3","23","1"
" Larry"," Fitzgerald","16","2015","8","11","1","85","0","0","63","784","2","147","2","8","0","82","954","10","0","0","3","43","0","0","0","5","41","0"
" Malcom"," Floyd","16","2015","4","17","0","116","0","0","52","856","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","27","0","0","0","3","56","0"
" Marc"," Mariani","16","2015","3","15","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","31","0","0","0","2","37","0"
