"fname","lname","week","yr","actual","rating","home","pts_1y","ruyds_1y","rutd_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","ruatt_2y","ruyds_2y","rutd_2y","rerec_2y","reyds_2y","retd_2y","ruyds_1wk","rutd_1wk","rerec_1wk","reyds_1wk","retd_1wk","ruyds_2wk","rutd_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Cooper"," Kupp","13","2017","6","24","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","116","0","0","0","6","64","0"
" Cordarrelle"," Patterson","13","2017","9","22","1","50","43","0","52","453","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","72","0","0","0","4","45","0"
" Danny"," Amendola","13","2017","3","15","0","43","0","0","23","243","4","75","2","11","0","65","648","3","0","0","1","15","0","0","0","8","66","1"
" Davante"," Adams","13","2017","4","16","1","167","0","0","75","997","12","51","0","0","0","50","483","1","0","0","5","82","1","0","0","8","126","0"
" DeAndre"," Hopkins","13","2017","8","21","0","112","0","0","78","954","4","211","0","0","0","111","1521","11","0","0","7","125","0","0","0","4","76","1"
" Dede"," Westbrook","13","2017","7","23","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","41","0","0","0","3","35","0"
" Demaryius"," Thomas","13","2017","2","16","0","132","0","0","90","1083","5","158","0","0","0","105","1304","6","0","0","5","18","0","0","0","5","64","1"
" Deonte"," Thompson","13","2017","2","10","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","6","0","0","0","3","36","0"
" DeSean"," Jackson","13","2017","2","11","0","118","0","0","56","1005","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","60","0","0","0","2","28","1"
" Dez"," Bryant","13","2017","12","19","1","129","0","0","50","796","8","54","0","0","0","31","401","3","0","0","3","37","0","0","0","8","63","0"
" Dontrelle"," Inman","13","2017","8","27","1","98","0","0","58","810","4","60","0","0","0","35","486","3","0","0","4","64","0","0","0","3","43","0"
" Doug"," Baldwin","13","2017","8","5","1","154","2","0","94","1128","7","184","0","0","0","78","1069","14","-5","0","2","25","0","0","0","2","40","1"
" Eric"," Decker","13","2017","2","14","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","167","0","0","0","80","1027","12","0","0","3","23","0","0","0","3","37","0"
" Golden"," Tate","13","2017","6","2","0","125","4","0","91","1077","4","112","6","41","0","90","813","6","13","0","4","7","0","0","0","3","32","0"
" Jamison"," Crowder","13","2017","5","12","0","117","-2","0","67","847","7","69","2","2","0","59","604","2","0","0","7","141","1","4","0","7","72","0"
" Jarvis"," Landry","13","2017","6","20","1","130","17","0","94","1136","4","149","18","113","1","110","1157","4","0","0","8","70","0","0","0","6","95","1"
" JD"," McKissic","13","2017","7","5","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","22","0","4","24","0","30","0","5","23","0"
" Jeremy"," Maclin","13","2017","4","7","1","60","-1","0","44","536","2","149","3","14","0","87","1088","8","0","0","1","6","0","0","0","4","34","0"
" JJ"," Nelson","13","2017","4","3","1","99","83","1","34","568","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","14","0","0","0","1","14","0"
" Josh"," Doctson","13","2017","8","12","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","28","1","0","0","4","81","0"
" Julio"," Jones","13","2017","2","17","1","170","0","0","83","1409","6","226","0","0","0","136","1871","8","15","0","12","253","2","0","0","5","71","0"
" Keelan"," Cole","13","2017","10","23","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","30","0","0","0","3","24","0"
" Keenan"," Allen","13","2017","16","26","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","11","172","1","3","0","12","159","2"
" Kendall"," Wright","13","2017","2","27","1","56","15","0","29","416","3","54","5","17","0","36","408","3","0","0","2","15","0","0","0","2","25","0"
" Kenny"," Golladay","13","2017","4","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","61","0","0","0","2","52","0"
" Kenny"," Stills","13","2017","14","20","1","121","0","0","42","726","9","57","0","0","0","27","440","3","0","0","3","47","0","0","0","7","180","1"
" Larry"," Fitzgerald","13","2017","15","3","1","132","5","0","107","1023","6","166","0","0","0","109","1215","9","0","0","3","12","0","0","0","9","91","1"
" Marqise"," Lee","13","2017","14","23","1","104","35","0","63","851","3","23","5","38","0","15","191","1","0","0","1","13","0","0","0","5","45","0"
" Martavis"," Bryant","13","2017","4","13","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","113","5","37","1","50","765","6","1","0","4","40","1","0","0","2","30","0"
" Marvin"," Jones","13","2017","9","2","0","110","3","0","55","930","4","101","5","33","0","65","816","4","0","0","6","109","2","0","0","4","85","1"
" Michael"," Floyd","13","2017","2","17","0","73","0","0","37","488","5","115","0","0","0","52","849","6","0","0","1","8","0","0","0","2","16","0"
" Michael"," Thomas","13","2017","13","10","1","159","0","0","92","1137","9","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","52","0","0","0","6","91","0"
" Mike"," Evans","13","2017","3","11","0","200","0","0","96","1321","12","132","0","0","0","74","1206","3","0","0","6","78","0","0","0","5","92","0"
" Mike"," Wallace","13","2017","11","7","1","124","31","0","72","1017","4","54","1","6","0","39","473","2","0","0","5","48","0","0","0","4","56","1"
" Mohamed"," Sanu","13","2017","4","17","1","84","5","0","59","653","4","47","10","71","2","33","394","0","0","0","8","64","0","3","0","3","34","1"
" Nelson"," Agholor","13","2017","20","6","0","45","14","0","36","365","2","30","0","0","0","23","283","1","0","0","3","32","1","0","0","1","-2","0"
" Ryan"," Grant","13","2017","13","12","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","33","0","0","0","23","268","2","0","0","1","3","0","0","0","3","59","1"
" Sammy"," Watkins","13","2017","9","24","0","53","0","0","28","430","2","152","1","1","0","60","1047","9","0","0","4","82","1","0","0","3","36","0"
" Seth"," Devalve","13","2017","3","4","0","21","0","0","10","127","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","33","0","0","0","1","5","0"
" Seth"," Roberts","13","2017","4","22","1","66","0","0","38","397","5","76","0","0","0","32","480","5","0","0","2","26","0","0","0","5","36","0"
" Stefon"," Diggs","13","2017","3","17","0","103","10","0","84","903","3","90","3","13","0","52","720","4","9","0","5","66","0","0","0","4","32","0"
" Tavarres"," King","13","2017","2","28","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","36","0","0","0","3","48","0"
" Ted"," Ginn","13","2017","2","10","1","97","98","0","54","752","4","133","4","60","0","44","739","10","0","0","7","71","0","-12","0","6","87","0"
" Terrance"," Williams","13","2017","2","19","1","77","0","0","44","594","4","96","0","0","0","52","840","3","6","0","4","54","0","0","0","4","35","0"
" Torrey"," Smith","13","2017","2","6","0","40","0","0","20","267","3","87","0","0","0","33","663","4","0","0","4","30","0","0","0","3","28","1"
" Travis"," Benjamin","13","2017","6","26","1","82","-3","0","47","677","4","119","4","12","0","68","966","5","6","0","3","50","0","7","0","1","21","0"
" Tyler"," Lockett","13","2017","7","5","1","75","114","1","41","597","1","93","5","20","0","51","664","6","2","0","0","0","0","0","0","4","37","0"
" Tyreek"," Hill","13","2017","30","25","0","127","267","3","61","593","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","13","0","7","41","0","16","0","7","68","0"
" Willie"," Snead","13","2017","3","10","1","114","0","0","72","895","4","110","0","0","0","69","984","3","0","0","1","9","0","0","0","1","12","0"
" Zay"," Jones","13","2017","2","10","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","33","1","0","0","4","68","0"
" Adam"," Humphries","14","2017","2","6","1","68","18","0","55","622","2","29","0","0","0","27","260","1","0","0","4","33","0","0","0","4","38","0"
" Adam"," Thielen","14","2017","16","10","0","121","15","0","69","967","5","19","4","89","0","12","144","0","0","0","4","51","0","0","0","8","89","0"
" AJ"," Green","14","2017","5","9","1","116","0","0","66","964","4","180","0","0","0","86","1297","10","0","0","7","77","2","0","0","5","66","0"
" Albert"," Wilson","14","2017","7","28","1","46","50","1","31","279","2","51","5","26","0","35","451","2","0","0","3","27","0","0","0","3","36","1"
" Alshon"," Jeffery","14","2017","11","3","0","89","0","0","52","821","2","101","0","0","0","54","807","4","0","0","4","61","0","0","0","5","52","1"
" Antonio"," Brown","14","2017","21","2","1","193","9","0","106","1284","12","239","3","28","0","136","1834","10","0","0","8","101","1","0","0","10","169","2"
" Brandin"," Cooks","14","2017","3","17","0","159","30","0","78","1173","8","162","8","18","0","84","1138","9","5","0","2","17","0","11","0","6","83","1"
" Brandon"," LaFell","14","2017","8","9","1","115","-2","0","64","862","6","45","2","9","0","37","515","0","0","0","4","55","0","0","0","3","33","0"
" Chris"," Godwin","14","2017","6","6","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","24","0","0","0","1","17","0"
" Chris"," Moore","14","2017","10","11","0","3","19","0","7","46","0","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","-4","0","3","32","0","0","0","3","37","0"
" Cody"," Latimer","14","2017","3","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","5","0","0","0","3","48","1"
" Cole"," Beasley","14","2017","5","24","0","105","7","0","75","833","5","75","0","0","0","52","536","5","0","0","2","14","0","0","0","2","19","0"
" Cooper"," Kupp","14","2017","17","5","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","68","0","0","0","8","116","0"
" Corey"," Davis","14","2017","2","22","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","12","0","0","0","4","39","0"
" Danny"," Amendola","14","2017","7","17","0","43","0","0","23","243","4","75","2","11","0","65","648","3","0","0","2","34","0","0","0","1","15","0"
" Davante"," Adams","14","2017","20","26","0","167","0","0","75","997","12","51","0","0","0","50","483","1","0","0","4","42","0","0","0","5","82","1"
" DeAndre"," Hopkins","14","2017","25","27","1","112","0","0","78","954","4","211","0","0","0","111","1521","11","0","0","8","80","0","0","0","7","125","0"
" Dede"," Westbrook","14","2017","14","8","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","78","0","0","0","6","41","0"
