"fname","lname","week","yr","actual","rating","home","pts_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","rerec_2y","reyds_2y","retd_2y","pts_1wk","rerec_1wk","reyds_1wk","retd_1wk","pts_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Jason"," Witten","3","2016","2","11","1","81","77","713","3","93","64","703","5","5","3","51","0","6","9","66","0"
" Jesse"," James","3","2016","1","2","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","3","29","1","3","5","31","0"
" Jimmy"," Graham","3","2016","15","8","1","69","48","605","2","139","85","889","10","4","3","42","0","1","1","11","0"
" Jordan"," Reed","3","2016","5","14","0","152","87","952","11","42","50","465","0","7","5","70","0","6","7","64","0"
" Julius"," Thomas","3","2016","1","5","1","70","46","455","5","116","43","489","12","7","4","71","0","12","5","64","1"
" Kyle"," Rudolph","3","2016","13","8","0","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","3","31","1","6","4","65","0"
" Marcedes"," Lewis","3","2016","2","5","1","17","16","226","0","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","2","17","1","4","2","48","0"
" Martellus"," Bennett","3","2016","1","7","1","56","53","439","3","123","90","916","6","17","5","114","1","1","3","14","0"
" Richard"," Rodgers","3","2016","6","20","1","94","58","510","8","31","20","225","2","2","2","25","0","2","1","22","0"
" Ryan"," Griffin","3","2016","5","4","0","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","5","0","1","2","17","0"
" Travis"," Kelce","3","2016","14","13","1","111","72","875","5","105","67","862","5","3","5","34","0","7","6","74","0"
" Will"," Tye","3","2016","1","12","1","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","10","0","1","3","16","0"
" Zach"," Miller","3","2016","19","15","0","69","34","439","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","4","33","0","1","3","14","0"
" Cameron"," Brate","4","2016","6","3","1","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","16","5","46","2","1","3","16","0"
" CJ"," Uzomah","4","2016","4","15","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","31","0","0","3","9","0"
" Clive"," Walford","4","2016","2","9","0","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","27","0","11","6","50","1"
" Coby"," Fleener","4","2016","1","10","0","63","54","491","3","118","51","774","8","16","7","109","1","2","2","29","0"
" Dennis"," Pitta","4","2016","1","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","6","42","0","10","9","102","0"
" Dwayne"," Allen","4","2016","2","18","0","13","16","109","1","82","29","395","8","3","3","35","0","2","2","25","0"
" Eric"," Ebron","4","2016","4","14","0","76","47","537","5","26","25","248","1","6","5","69","0","5","4","53","0"
" Garrett"," Celek","4","2016","7","19","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","25","0","1","1","12","0"
" Gary"," Barnidge","4","2016","5","13","0","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","5","66","0","3","4","37","0"
" Greg"," Olsen","4","2016","15","17","0","145","77","1104","7","131","84","1008","6","6","6","64","0","18","5","122","1"
" Jacob"," Tamme","4","2016","6","11","1","64","59","657","1","19","14","109","2","2","3","28","0","13","5","75","1"
" Jason"," Witten","4","2016","4","15","0","81","77","713","3","93","64","703","5","2","2","25","0","5","3","51","0"
" Jesse"," James","4","2016","7","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","10","0","8","3","29","1"
" Jimmy"," Graham","4","2016","11","17","0","69","48","605","2","139","85","889","10","15","6","100","1","4","3","42","0"
" Jordan"," Reed","4","2016","19","8","1","152","87","952","11","42","50","465","0","5","4","56","0","7","5","70","0"
" Kyle"," Rudolph","4","2016","11","21","1","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","13","7","70","1","9","3","31","1"
" Marcedes"," Lewis","4","2016","1","23","1","17","16","226","0","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","20","0","7","2","17","1"
" Martellus"," Bennett","4","2016","10","2","1","56","53","439","3","123","90","916","6","1","2","10","0","17","5","114","1"
" Ryan"," Griffin","4","2016","5","20","1","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","8","52","0","0","1","5","0"
" Travis"," Kelce","4","2016","8","14","0","111","72","875","5","105","67","862","5","14","6","89","1","3","5","34","0"
" Will"," Tye","4","2016","4","1","0","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","3","14","0","1","2","10","0"
" Zach"," Miller","4","2016","9","20","1","69","34","439","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","19","8","78","2","3","4","33","0"
" Cameron"," Brate","5","2016","3","13","0","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","5","67","0","16","5","46","2"
" CJ"," Uzomah","5","2016","4","17","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","45","0","3","2","31","0"
" Dennis"," Pitta","5","2016","5","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","3","17","0","4","6","42","0"
" Dwayne"," Allen","5","2016","11","12","1","13","16","109","1","82","29","395","8","2","2","20","0","3","3","35","0"
" Gary"," Barnidge","5","2016","7","5","1","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","7","57","0","8","5","66","0"
" Greg"," Olsen","5","2016","18","20","1","145","77","1104","7","131","84","1008","6","15","6","76","1","6","6","64","0"
" Hunter"," Henry","5","2016","13","19","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","12","4","61","1","6","5","72","0"
" Jason"," Witten","5","2016","4","15","1","81","77","713","3","93","64","703","5","4","7","47","0","2","2","25","0"
" Jesse"," James","5","2016","10","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","2","15","1","1","2","10","0"
" Jordan"," Reed","5","2016","5","9","0","152","87","952","11","42","50","465","0","19","9","73","2","5","4","56","0"
" Kyle"," Rudolph","5","2016","1","10","1","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","11","5","55","1","13","7","70","1"
" Martellus"," Bennett","5","2016","24","11","0","56","53","439","3","123","90","916","6","10","5","109","0","1","2","10","0"
" Will"," Tye","5","2016","3","15","0","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","43","0","1","3","14","0"
" Zach"," Miller","5","2016","7","23","0","69","34","439","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","3","31","1","19","8","78","2"
" Charles"," Clay","6","2016","5","19","1","65","51","528","3","73","58","605","3","7","5","73","0","4","5","47","0"
" CJ"," Fiedorowicz","6","2016","14","26","1","16","17","167","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","4","61","0","10","4","48","1"
" Delanie"," Walker","6","2016","2","14","1","143","94","1088","6","105","63","890","4","12","5","66","1","3","2","34","0"
" Dennis"," Pitta","6","2016","3","25","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","7","59","0","1","3","17","0"
" Dion"," Sims","6","2016","1","18","1","13","18","127","1","35","24","284","2","0","1","6","0","0","1","9","0"
" Gary"," Barnidge","6","2016","5","17","0","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","5","76","0","5","7","57","0"
" Greg"," Olsen","6","2016","9","27","0","145","77","1104","7","131","84","1008","6","18","9","181","0","15","6","76","1"
" Hunter"," Henry","6","2016","14","4","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","13","3","74","1","12","4","61","1"
" Jack"," Doyle","6","2016","11","11","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","0","2","8","0","0","1","6","0"
" Jacob"," Tamme","6","2016","1","9","0","64","59","657","1","19","14","109","2","0","1","1","0","6","2","3","1"
" Jason"," Witten","6","2016","4","16","0","81","77","713","3","93","64","703","5","4","3","43","0","4","7","47","0"
" Jesse"," James","6","2016","1","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","6","43","1","7","2","15","1"
" Lance"," Kendricks","6","2016","9","22","0","31","25","245","2","50","27","259","5","2","2","24","0","5","5","52","0"
" Martellus"," Bennett","6","2016","4","20","1","56","53","439","3","123","90","916","6","24","6","67","3","10","5","109","0"
" Ryan"," Griffin","6","2016","3","26","1","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","2","8","0","5","3","54","0"
" Vernon"," Davis","6","2016","11","5","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","30","26","245","2","1","3","15","0","0","1","8","0"
" Will"," Tye","6","2016","1","9","1","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","37","0","4","4","43","0"
" Xavier"," Grimble","6","2016","1","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","13","0","1","1","19","0"
" Zach"," Miller","6","2016","3","24","1","69","34","439","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","7","73","0","9","3","31","1"
" Anthony"," Fasano","7","2016","1","21","1","36","26","289","2","42","25","226","4","7","1","15","1","1","1","10","0"
" Antonio"," Gates","7","2016","3","13","0","88","56","630","5","148","69","821","12","1","2","16","0","8","4","30","1"
" Charles"," Clay","7","2016","2","15","0","65","51","528","3","73","58","605","3","5","5","52","0","7","5","73","0"
" CJ"," Fiedorowicz","7","2016","3","5","0","16","17","167","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","14","6","85","1","6","4","61","0"
" Delanie"," Walker","7","2016","14","21","1","143","94","1088","6","105","63","890","4","2","1","21","0","12","5","66","1"
" Dennis"," Pitta","7","2016","4","19","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","6","36","0","5","7","59","0"
" Gary"," Barnidge","7","2016","6","17","0","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","3","59","0","7","5","76","0"
" Hunter"," Henry","7","2016","1","13","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","14","6","83","1","13","3","74","1"
" Jack"," Doyle","7","2016","13","17","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","11","4","53","1","0","2","8","0"
" Jacob"," Tamme","7","2016","7","9","1","64","59","657","1","19","14","109","2","1","2","16","0","0","1","1","0"
" Jermaine"," Gresham","7","2016","1","7","1","22","18","223","1","69","62","460","5","1","1","14","0","0","1","4","0"
" Jesse"," James","7","2016","1","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","13","0","10","6","43","1"
" Lance"," Kendricks","7","2016","5","14","1","31","25","245","2","50","27","259","5","9","5","34","1","2","2","24","0"
" Ryan"," Griffin","7","2016","1","5","0","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","31","0","0","2","8","0"
" Vernon"," Davis","7","2016","7","18","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","30","26","245","2","11","2","50","1","1","3","15","0"
" Will"," Tye","7","2016","1","11","0","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","15","0","3","2","37","0"
" Xavier"," Grimble","7","2016","1","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","11","0","1","2","13","0"
" Zach"," Ertz","7","2016","1","1","1","90","75","853","2","79","58","702","3","2","1","22","0","3","3","37","0"
" Zach"," Miller","7","2016","4","12","0","69","34","439","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","6","36","0","7","7","73","0"
" Antonio"," Gates","8","2016","9","2","0","88","56","630","5","148","69","821","12","3","5","38","0","1","2","16","0"
" CJ"," Fiedorowicz","8","2016","10","22","1","16","17","167","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","5","35","0","14","6","85","1"
" Clive"," Walford","8","2016","3","18","0","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","5","0","2","2","25","0"
" Coby"," Fleener","8","2016","3","6","1","63","54","491","3","118","51","774","8","4","2","44","0","19","6","74","1"
" Delanie"," Walker","8","2016","7","26","1","143","94","1088","6","105","63","890","4","14","7","84","1","2","1","21","0"
" Demetrius"," Harris","8","2016","1","25","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","10","0","1","1","11","0"
" Erik"," Swoope","8","2016","3","8","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","2","51","0","4","2","42","0"
" Gary"," Barnidge","8","2016","4","24","1","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","6","66","0","5","3","59","0"
" Hunter"," Henry","8","2016","1","2","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","16","0","14","6","83","1"
" Jack"," Doyle","8","2016","3","8","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","13","9","78","1","11","4","53","1"
" Jacob"," Tamme","8","2016","1","16","1","64","59","657","1","19","14","109","2","7","1","17","1","1","2","16","0"
" Jermaine"," Gresham","8","2016","3","15","0","22","18","223","1","69","62","460","5","1","2","15","0","1","1","14","0"
" Jimmy"," Graham","8","2016","3","27","0","69","48","605","2","139","85","889","10","5","5","53","0","8","6","89","0"
" Julius"," Thomas","8","2016","8","18","0","70","46","455","5","116","43","489","12","8","3","20","1","2","2","28","0"
" Martellus"," Bennett","8","2016","3","5","0","56","53","439","3","123","90","916","6","0","1","5","0","4","5","48","0"
" Mychal"," Rivera","8","2016","9","18","0","29","32","280","1","70","58","534","4","1","1","13","0","1","1","16","0"
" Ryan"," Griffin","8","2016","3","22","1","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","13","0","3","3","31","0"
" Travis"," Kelce","8","2016","16","25","0","111","72","875","5","105","67","862","5","2","2","24","0","3","3","32","0"
" Vernon"," Davis","8","2016","9","19","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","30","26","245","2","7","6","79","0","11","2","50","1"
" Zach"," Ertz","8","2016","1","16","0","90","75","853","2","79","58","702","3","1","1","14","0","2","1","22","0"
" Zach"," Miller","8","2016","8","1","1","69","34","439","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","2","40","0","3","6","36","0"
" Antonio"," Gates","9","2016","13","23","1","88","56","630","5","148","69","821","12","9","4","33","1","3","5","38","0"
" Cameron"," Brate","9","2016","10","16","1","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","3","22","1","2","3","29","0"
" Clive"," Walford","9","2016","1","3","1","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","31","0","0","1","5","0"
" Coby"," Fleener","9","2016","4","25","0","63","54","491","3","118","51","774","8","3","4","36","0","4","2","44","0"
" Delanie"," Walker","9","2016","10","6","0","143","94","1088","6","105","63","890","4","7","4","75","0","14","7","84","1"
" Gary"," Barnidge","9","2016","2","15","1","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","3","42","0","6","6","66","0"
" Jack"," Doyle","9","2016","6","17","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","3","2","36","0","13","9","78","1"
" Jimmy"," Graham","9","2016","22","5","1","69","48","605","2","139","85","889","10","3","3","34","0","5","5","53","0"
" Josh"," Hill","9","2016","4","25","0","21","16","120","2","44","14","176","5","0","1","3","0","0","1","6","0"
" Julius"," Thomas","9","2016","2","8","0","70","46","455","5","116","43","489","12","8","3","28","1","8","3","20","1"
" Kyle"," Rudolph","9","2016","6","21","1","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","5","31","0","5","5","55","0"
" Marcedes"," Lewis","9","2016","2","8","0","17","16","226","0","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","4","23","0","1","1","11","0"
" Travis"," Kelce","9","2016","5","27","1","111","72","875","5","105","67","862","5","16","7","101","1","2","2","24","0"
" Zach"," Ertz","9","2016","9","19","0","90","75","853","2","79","58","702","3","1","4","19","0","1","1","14","0"
" Antonio"," Gates","10","2016","12","9","1","88","56","630","5","148","69","821","12","13","5","75","1","9","4","33","1"
" Cameron"," Brate","10","2016","14","15","1","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","5","43","1","8","3","22","1"
" Coby"," Fleener","10","2016","2","2","1","63","54","491","3","118","51","774","8","4","3","42","0","3","4","36","0"
" Delanie"," Walker","10","2016","18","21","1","143","94","1088","6","105","63","890","4","10","5","42","1","7","4","75","0"
" Greg"," Olsen","10","2016","3","4","1","145","77","1104","7","131","84","1008","6","11","5","52","1","1","1","11","0"
" Jason"," Witten","10","2016","5","23","0","81","77","713","3","93","64","703","5","19","8","134","1","7","2","16","1"
" Jimmy"," Graham","10","2016","4","11","0","69","48","605","2","139","85","889","10","22","8","103","2","3","3","34","0"
" Julius"," Thomas","10","2016","8","15","1","70","46","455","5","116","43","489","12","2","2","21","0","8","3","28","1"
" Kyle"," Rudolph","10","2016","12","13","0","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","1","1","1","3","5","31","0"
" Travis"," Kelce","10","2016","5","14","0","111","72","875","5","105","67","862","5","5","5","58","0","16","7","101","1"
" Virgil"," Green","10","2016","2","27","0","19","12","173","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","37","0","5","4","55","0"
" Zach"," Ertz","10","2016","5","16","1","90","75","853","2","79","58","702","3","9","8","97","0","1","4","19","0"
" Cameron"," Brate","11","2016","1","5","0","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","14","7","84","1","10","5","43","1"
" Coby"," Fleener","11","2016","7","11","0","63","54","491","3","118","51","774","8","2","2","26","0","4","3","42","0"
" David"," Johnson","11","2016","2","23","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","2","0","1","1","15","0"
" Delanie"," Walker","11","2016","3","22","0","143","94","1088","6","105","63","890","4","18","9","124","1","10","5","42","1"
" Dennis"," Pitta","11","2016","3","18","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","6","26","0","1","2","14","0"
" Gary"," Barnidge","11","2016","8","14","1","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","8","0","2","3","23","0"
" Greg"," Olsen","11","2016","3","24","1","145","77","1104","7","131","84","1008","6","3","5","39","0","11","5","52","1"
" Jason"," Witten","11","2016","3","6","1","81","77","713","3","93","64","703","5","5","6","59","0","19","8","134","1"
" Jimmy"," Graham","11","2016","10","2","1","69","48","605","2","139","85","889","10","4","4","48","0","22","8","103","2"
" Julius"," Thomas","11","2016","1","17","0","70","46","455","5","116","43","489","12","8","6","24","1","2","2","21","0"
" Kyle"," Rudolph","11","2016","1","4","1","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","12","5","69","1","6","1","1","1"
" Lance"," Kendricks","11","2016","2","7","1","31","25","245","2","50","27","259","5","0","1","0","0","9","7","90","0"
" Marcedes"," Lewis","11","2016","1","17","0","17","16","226","0","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","3","-1","0","2","2","23","0"
" Richard"," Rodgers","11","2016","2","13","0","94","58","510","8","31","20","225","2","2","4","27","0","6","6","64","0"
" Travis"," Kelce","11","2016","10","12","1","111","72","875","5","105","67","862","5","5","3","31","0","5","5","58","0"
" Vance"," McDonald","11","2016","10","10","1","45","30","326","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","4","50","0","14","3","84","1"
" Will"," Tye","11","2016","7","15","1","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","5","53","0","3","4","33","0"
" Zach"," Ertz","11","2016","9","5","0","90","75","853","2","79","58","702","3","5","6","55","0","9","8","97","0"
" Cameron"," Brate","12","2016","4","5","1","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","18","0","14","7","84","1"
" CJ"," Fiedorowicz","12","2016","4","9","1","16","17","167","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","6","82","0","2","3","26","0"
" Coby"," Fleener","12","2016","5","14","1","63","54","491","3","118","51","774","8","7","3","17","1","2","2","26","0"
" Delanie"," Walker","12","2016","11","18","0","143","94","1088","6","105","63","890","4","3","4","36","0","18","9","124","1"
" Dennis"," Pitta","12","2016","3","21","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","30","0","2","6","26","0"
" Gary"," Barnidge","12","2016","1","13","1","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","2","23","1","0","1","8","0"
" Greg"," Olsen","12","2016","4","20","0","145","77","1104","7","131","84","1008","6","3","4","33","0","3","5","39","0"
" Jason"," Witten","12","2016","3","17","1","81","77","713","3","93","64","703","5","3","5","37","0","5","6","59","0"
" Jermaine"," Gresham","12","2016","9","22","0","22","18","223","1","69","62","460","5","9","2","33","1","3","4","38","0"
" Jimmy"," Graham","12","2016","5","11","0","69","48","605","2","139","85","889","10","10","3","46","1","4","4","48","0"
" Jordan"," Reed","12","2016","21","23","0","152","87","952","11","42","50","465","0","7","5","79","0","4","2","41","0"
" Kyle"," Rudolph","12","2016","6","19","0","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","12","0","12","5","69","1"
" Lance"," Kendricks","12","2016","11","26","0","31","25","245","2","50","27","259","5","2","4","38","0","0","1","0","0"
" Martellus"," Bennett","12","2016","2","24","0","56","53","439","3","123","90","916","6","1","1","14","0","10","7","102","0"
" Rhett"," Ellison","12","2016","2","19","0","16","11","124","1","24","19","208","1","0","1","-2","0","0","2","8","0"
" Ryan"," Griffin","12","2016","3","9","1","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","32","0","6","3","7","1"
" Travis"," Kelce","12","2016","10","2","0","111","72","875","5","105","67","862","5","10","7","108","0","5","3","31","0"
" Tyler"," Eifert","12","2016","12","8","0","135","52","615","13","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","37","0","9","3","96","0"
" Vance"," McDonald","12","2016","6","10","0","45","30","326","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","3","46","1","5","4","50","0"
" Will"," Tye","12","2016","1","27","0","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","2","12","1","5","5","53","0"
" Zach"," Ertz","12","2016","3","22","1","90","75","853","2","79","58","702","3","9","6","35","1","5","6","55","0"
" Cameron"," Brate","13","2016","14","11","0","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","49","0","1","2","18","0"
" CJ"," Fiedorowicz","13","2016","4","20","0","16","17","167","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","42","0","8","6","82","0"
" Clive"," Walford","13","2016","1","9","1","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","3","43","1","2","2","28","0"
" Coby"," Fleener","13","2016","8","15","1","63","54","491","3","118","51","774","8","5","4","59","0","7","3","17","1"
" Dennis"," Pitta","13","2016","20","10","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","34","0","3","3","30","0"
" Dion"," Sims","13","2016","3","5","0","13","18","127","1","35","24","284","2","11","4","53","1","2","3","20","0"
" Greg"," Olsen","13","2016","3","5","0","145","77","1104","7","131","84","1008","6","4","4","45","0","3","4","33","0"
" Jack"," Doyle","13","2016","2","27","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","2","2","25","0","0","1","7","0"
" Jared"," Cook","13","2016","1","19","1","42","39","481","0","75","52","634","3","0","1","7","0","15","6","105","1"
" Jermaine"," Gresham","13","2016","5","17","1","22","18","223","1","69","62","460","5","9","5","35","1","9","2","33","1"
" Jimmy"," Graham","13","2016","12","16","1","69","48","605","2","139","85","889","10","5","6","67","0","10","3","46","1"
" Kyle"," Rudolph","13","2016","4","21","1","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","9","64","0","1","2","12","0"
" Lance"," Kendricks","13","2016","1","8","0","31","25","245","2","50","27","259","5","11","4","51","1","2","4","38","0"
" Ryan"," Griffin","13","2016","8","20","0","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","4","36","0","3","3","32","0"
" Travis"," Kelce","13","2016","14","22","0","111","72","875","5","105","67","862","5","10","8","101","0","10","7","108","0"
" Trey"," Burton","13","2016","5","19","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","3","10","0","1","1","14","0"
" Tyler"," Eifert","13","2016","8","4","1","135","52","615","13","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","12","5","68","1","3","3","37","0"
" Will"," Tye","13","2016","2","13","0","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","12","0","7","2","12","1"
" Zach"," Ertz","13","2016","13","19","0","90","75","853","2","79","58","702","3","3","3","36","0","9","6","35","1"
" Ben"," Koyack","14","2016","1","1","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","4","0","2","2","23","0"
" Cameron"," Brate","14","2016","4","25","1","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","14","6","86","1","4","4","49","0"
" CJ"," Fiedorowicz","14","2016","3","23","0","16","17","167","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","6","44","0","4","4","42","0"
" Clive"," Walford","14","2016","2","3","0","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","18","0","10","3","43","1"
" Dennis"," Pitta","14","2016","1","9","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","20","9","90","2","3","3","34","0"
